Feature,Coefficient
goodnoon,0.0
goodo,-0.047648833162804174
google,-0.15919921938231507
gorgeous,-0.10908775465085079
gossip,0.03701743434087595
got,-0.8759228434989195
goto,0.3186108971652318
gotta,-0.09293702165856499
gotten,-0.09495266286620076
govtinstituitions,-0.26854419078401914
gpu,0.0
gr,0.15205345958573546
grace,-0.16181636980484304
grahmbell,-0.00021339391926685001
gram,-0.0434232073273538
grand,-0.054209103803247234
grandma,-0.004989243998355755
granite,0.28971703141515825
grave,-0.0010735523493676394
gravity,-0.09508044338251612
great,-0.3288710495536769
greatbhaji,-0.057480421586670154
greatest,-0.024454662406124338
green,-0.06429502478595614
greet,-0.036349034718503294
greeting,-0.0745129834103648
grin,-0.08997302898998313
grl,-0.1448197174742953
ground,-0.022839332318794994
group,-0.06716047052739894
growing,0.03634424756968201
gt,-0.11607391327854935
gthr,-0.06126603256551416
guaranteed,0.9404069884536151
gud,-0.6328984114715552
gudk,-0.0051971147467168195
gudnitetcpractice,-0.04022393907609813
guess,0.3327063763217875
guessing,-0.058546735145785775
guide,-0.14510071603463268
guilty,-0.048376672595863396
guy,-0.32269430731170456
gv,-0.06126603256551416
gving,-0.048427435540166264
gym,-0.11936658179724637
ha,-0.12450000029010942
habit,-0.04210392374056139
haf,-0.08337641986218858
haha,-0.2957504214579909
hahahause,-0.037396191830097604
hai,-0.09121507705495725
hair,-0.12380805382681476
haiz,-0.011650348960502639
half,0.24879389311132422
halfth,-0.012656039890791861
hallaq,-0.005856173946775272
halloween,0.13768479688361157
ham,-0.41006486948875787
hamster,-0.03471320355836814
hand,-0.303088201589181
handed,-0.037604899349202914
handle,-0.24352579566954324
handset,0.2999766279466934
hang,-0.02916561204534078
hanging,-0.07517106575044741
happen,-0.38679294049737084
happend,-0.05578713281523817
happened,-0.2417537011023011
happening,-0.21277934939896706
happens,-0.1324674174878149
happily,-0.06126603256551416
happiness,-0.2927688630760906
happy,-1.6767794561996319
hard,0.13367062235440846
hardcore,0.08202804635273006
hardly,-0.013254521145319378
harry,0.49341373122273147
hasnt,-0.18836966425266866
hate,-0.0645830938181245
hav,-0.26368017090523826
haven,-0.06454631304372795
havent,-0.26489417928921216
havin,0.053869647936493556
havnt,-0.14465133275553424
he,-0.3014829779855906
head,-0.23712175260629362
headache,-0.023904387474661445
headin,-0.0572535583112668
heading,-0.061144202104452476
hear,0.0735567303477734
heard,0.29164972079649465
heart,-0.25383135688233793
heartgn,-0.024454662406124338
heartheart,0.0
heater,-0.014468890473389734
heavy,-0.11271546613857743
hee,-0.06499665264877764
height,-0.10411304463542981
held,0.12553055375528488
helen,0.16016059740949368
hell,-0.19531717512103
hella,-0.01121777353369408
hello,0.18357408709579898
helloooo,-0.0593440154060458
help,1.0304154723914618
helpline,0.13620274775987182
helpp,0.2352433812051355
hence,-0.07451369682947688
henry,0.40087224843934355
heri,-0.2658917880225117
herlove,-0.2658917880225117
hex,-0.023313906741678124
hey,-0.6578154274360783
hgsuitelands,0.35433673492179846
hgsuitelandsrowwjhl,0.4001109353621968
hi,-0.058746957335929426
hide,0.1042739233293343
high,0.10969717658008597
hill,-0.028180292445224086
hint,-0.07108937883582336
hip,-0.025326321592851732
history,-0.04338508897066827
hit,-0.018718259557359982
hiya,-0.1050016611095989
hl,0.4246845678773454
hm,-0.021128254609674036
hmm,-0.09100520803108657
hmmm,-0.02231749414569576
hmv,0.8487465923805073
ho,-0.11895155978140223
hold,-0.15912319152821938
holder,0.33453776474750585
holding,-0.08309883041362098
holiday,0.5360805621255439
holidayso,-0.05061497428057598
holla,-0.058738911103016746
hols,0.07658053167329884
home,-0.7266605496508944
homeowner,0.1558314990826418
hon,-0.022715905354280152
honey,-0.10863378604127355
honeybee,-0.07211069778478287
hook,-0.1253561437332536
hop,-0.029690655523708174
hope,-0.6279031360722624
hopefully,-0.027910241803562698
hoping,-0.08708180649247046
horny,0.38471446476804316
horrible,-0.03488673648048823
hospital,-0.14830767663392871
hostel,-0.07482543147115926
hot,0.9339792651018181
hotel,0.39448497956017786
hour,-0.1484383639325768
house,-0.3484774221390167
housemaid,-0.3770136461545959
however,-0.013541528586554906
hows,-0.34201765373684107
howz,-0.09043922549203338
hr,0.31118648190725134
hubby,0.1592612611137955
hug,-0.04365632622610951
huh,-0.11685805008306653
hun,-0.03883814092413198
hungry,-0.09198756290433442
hunny,-0.20252213648812892
hurry,-0.06556508090296626
hurt,-0.5334204058009493
husband,-0.09589956628415951
hv,-0.07378992181191621
hw,-0.12659760464985254
iam,-0.09910547401411907
ibhltd,0.09191853357903608
ibiza,0.1236751707139393
ic,-0.029830614786406782
ice,0.07231438365887792
id,-0.7058368808687147
idea,-0.17734910159204806
identifier,0.5714320143545631
idiot,0.20526610444737423
idk,-0.055823477465873794
ignore,0.20852027840724804
ikea,-0.04090042125956113
il,-0.11508596935122596
ill,-1.4471519981418848
im,-1.5835907443621575
imagine,-0.17252805754339823
imma,-0.07581274058925466
immediately,0.5021945988168868
important,0.5998398582821082
impossible,-0.0243364699640309
inc,0.45911088787731086
inch,-0.04604976119348675
incident,-0.059342791090995495
include,0.06338760582930143
including,-0.007745745254527634
inclusive,0.06328993346203915
india,-0.24249145719922482
indian,-0.37161325495534764
infernal,-0.012552515329948895
info,0.7296219918278809
inform,-0.2875053366110554
information,0.5866783068509014
informed,0.23264287210111304
infowwwpercentrealcom,0.20640764998701663
inning,-0.0622555481414803
inside,-0.07557013571209603
instantly,-0.02863529023501071
instead,-0.12236148797319016
instruction,0.11759138289234537
insurance,-0.3367739399581118
intelligent,-0.11181143270192356
interested,-0.13756222546074376
interesting,-0.11400374037921074
internet,-0.10944548271685726
interview,-0.06862156268062937
intro,-0.05706073756090577
invite,-0.03214968258681203
invited,0.1237570907874999
inviting,0.32173986680198174
invnted,-0.00021339391926685001
iouri,-0.023411037037738187
ip,0.12666290562130095
ipod,0.4407860718762934
iq,-0.04046445416607092
irritating,-0.1434265501510898
iscoming,0.009609992755900758
ish,-0.10615213930174142
island,-0.0007237946974157707
isn,-0.009323614292965467
isnt,-0.27024206233400494
issue,0.14619886079650263
it,-0.05467596028736481
italian,-0.05660180509139788
itplspls,-0.049956345849328516
ive,-0.43472504610812085
iz,-0.09671126149718116
izzit,-0.08297506489224757
ja,-0.1388022046835658
jada,-0.03809053529221418
james,-0.03367051701952988
jan,-0.041380793470139295
jane,-0.019645928452076657
january,-0.2913699150810519
jason,-0.07687888743957227
java,0.22717569326253265
jay,-0.12469877223960822
jazz,-0.046368662459116604
jealous,-0.049986855664588804
jen,-0.2344813588294752
jess,-0.029001410590241167
jesus,-0.07236833435024112
jiu,-0.012119017878513657
job,-0.52951080284528
john,-0.3977196989077898
join,0.7861126626516796
joined,0.15809593180921197
joke,-0.11491775289288625
joking,-0.04691394871484883
jordan,0.0
journey,-0.057174574383575
joy,-0.12465663009963965
jst,0.09067513604364313
jstfrnd,-0.16391280064584704
juicy,-0.040613825773470134
july,0.2945165899367496
june,0.08048090945010625
jus,-0.2127686406020188
juz,-0.08458489199696874
kadeem,-0.0701236755280585
kallis,-0.11442733261925875
kano,-0.07936168034672227
karaoke,0.0
kate,-0.14223150382951003
kb,-0.040758224747244075
keep,-0.5782549732456083
keeping,-0.08112142412269731
kept,0.3504922179582207
kerala,-0.07634035542479432
kettoda,-0.047114097234607105
key,0.006967580124429318
ki,-0.17921851885012724
kick,0.2020118398818834
kid,-0.07594148619177256
kidz,-0.007613428907072928
kill,-0.010388104206233418
kind,-0.1945336879076067
kinda,0.11909779339466255
king,0.36706111809792924
kiss,-0.25233538928591237
kkhow,-0.07850848575623559
kkim,-0.053610377114161833
kkwhen,-0.025709600283976456
kkwhere,-0.0384314710914121
kkwhy,-0.02144102496531148
knackered,-0.02520576921330898
knew,-0.2064514432199598
know,-0.31562892208740145
knowing,-0.09937021438317474
knw,-0.06939910835824074
kusruthi,-0.03809053529221418
la,-0.002486220726004955
lab,-0.039691244543478055
lacsthats,-0.018410823860183004
lacsthere,-0.018410823860183004
lady,-0.19222330884122055
laid,0.16323073733800778
land,0.3707685514826164
landline,1.2224871343833996
laptop,-0.125295021738511
lar,-0.1272997570440994
largest,0.2545389222797489
last,0.08580672783696797
late,-0.25953868112874906
later,-1.041057100858788
latest,0.8639224881895018
latr,-0.014686171706026244
laugh,-0.18913432326624158
laughed,-0.07211069778478287
laughing,-0.1100560332331695
law,-0.05956414028630968
lay,-0.034979007151184446
lazy,-0.023870214239137322
ldn,0.47328127005961085
ldnwh,0.09191853357903608
le,0.4473648030844729
lead,-0.06976780656871531
leaf,-0.13875819576756018
learn,0.22577079619156018
least,-0.15765405641770355
leave,-0.3388520794487319
leaving,-0.32870945611806035
lect,-0.023658424665625337
lecture,-0.07929416938783175
left,-0.0737818181059137
leg,-0.012030450782117896
legal,-0.03987593117942099
leh,-0.11407863339980612
lei,-0.1045765170117298
lemme,-0.11422173189242978
leona,-0.01829291337978961
less,-0.5503661283394189
lesson,-0.15760119867485617
let,-0.38276756348713
letter,-0.1567832433177764
liao,-0.13283129009226216
library,-0.07492567278292799
lick,-0.038686138566269485
lido,-0.036199584958986154
lie,-0.13403064607386292
life,-0.5464367335358188
lifetime,0.1705242802413005
lifpartnr,-0.16391280064584704
lift,-0.026207330465826045
light,-0.27773715487973266
lik,-0.03730207295241608
like,-0.6650489394207088
liked,-0.2270323150456891
likely,-0.04804100838408556
line,1.0172386853669284
linerental,0.059653097179481876
link,0.5795355058474211
lion,0.2326212290879734
lip,-0.03548845925110757
list,-0.2596289078122967
listen,-0.14053577008539622
listening,0.07441341095777924
little,0.16692016670628052
live,0.9009911591389728
liverpool,0.39340396133004063
living,0.10308933960543586
ll,-0.05110239093163363
lmao,-0.0546474052669493
load,0.08461445725145791
loan,0.15771015063463578
local,0.18242053161284255
location,0.2003818228237365
lock,-0.03932974313522343
log,0.2568409300632208
login,0.06093230105469931
logo,0.46659331013182764
logopic,0.13768479688361157
lol,-0.4372380173765641
london,0.22467704931569665
lonely,-0.020563615435363905
long,-0.2741471200317127
longer,-0.07587081116579453
look,0.07378451066338705
looked,-0.11676510612936229
lookin,-0.10398690673332288
looking,0.1506169224465704
lor,-0.4672887889104109
lose,-0.09292754234155513
loses,-0.05788970555365838
losing,-0.07569001171368864
loss,-0.24476796381603344
lost,1.0158251239995184
lot,-0.3283085373203852
lotr,0.22724538317926082
loud,-0.02368843469907481
lounge,-0.009376405497895255
lousy,-0.058779227837457676
lovable,-0.22869717669109738
love,-0.3339434760078778
loved,-0.12302975462144566
lovely,-0.24807400234122795
lover,0.026878842382570732
loverboy,-0.018639294942968808
loving,-0.21811095992666074
loyalty,0.1057682921754615
lr,-0.04969362201982673
lt,-0.09452146036859829
ltd,1.3759254513743724
ltdecimalgt,-0.7262267049178909
ltgt,-3.3990125804668665
lttimegt,-0.17762276810054373
lturlgt,-0.11168743826241488
luck,0.8018927673626755
lucky,0.44822921882390765
lunch,-0.21790679738232654
luv,0.20799416690660816
luxury,0.04391952674520416
lvblefrnd,-0.16391280064584704
ma,-0.03522916604470897
mac,-0.02036523341895471
machan,-0.19686680817806496
macho,-0.10603770192484335
mad,0.1331990046324346
made,-0.11704100950871066
maga,-0.048051301072135504
magical,-0.03700245399467346
mah,-0.05928565591333166
mail,-0.6649117217116324
maintain,-0.07392426790125971
major,-0.11071170842807045
make,-0.27866655313826233
making,-0.38748698061014847
malaria,-0.6318140384609818
male,0.05853541463110343
mall,-0.0236590479721946
man,-0.5612204594142962
management,-0.07573182496094621
manda,-0.047114097234607105
maneesha,-0.13877113718850825
many,-0.30830710721343596
map,-0.04753663498896782
march,-0.18236207381550232
margaret,-0.00021339391926685001
mark,-0.106360456479239
market,-0.03201912453655241
marriage,-0.17332078546187052
married,-0.09534486401216588
marry,-0.10383497996250285
master,-0.03231182185931403
match,0.3739484806829177
mate,0.20773988878566188
math,-0.02580186468869645
matrix,0.40441376030454435
matter,-0.09054643408951518
matured,-0.03809053529221418
max,0.19202388402075402
maximize,0.33228450050979114
maxmins,0.17878951660292663
may,-0.41698596201539917
mayb,-0.05538909115708162
maybe,-0.2004801983172635
meal,-0.06737327772572184
mean,-0.6898490968145516
meaning,-0.12631452367262228
meant,-0.23293835563019194
meanwhile,-0.028175500905871887
measure,-0.05137702041825372
med,-0.0902010424987846
medical,-0.358183132291266
medicine,-0.20909780906794762
meet,0.00961138990418495
meetin,-0.027429637485734563
meeting,-0.4835847946962218
mega,0.1879352842857918
meh,-0.03772377674025233
mei,-0.14696586028065514
melle,-0.2944184887137405
member,0.5729171402857061
membership,-0.0016071929997329697
men,-0.004846844889697399
menu,0.07793454454821286
merry,-0.0935550198879744
message,1.5089818749474695
messageits,-0.16156014246090664
messageno,-0.05171028475593414
messenger,-0.030042456057190914
met,-0.08487318785112144
mi,-0.13427891432384106
mid,0.12893794512659607
middle,-0.013076767344780207
midnight,0.10123061868358509
might,-0.6649285655408546
mile,-0.037667928814435196
milk,-0.01206792904915326
million,0.08236984270021985
min,1.1694425813278824
mind,-0.09437272158568873
mine,-0.18445107484983214
mini,-0.03184361071938184
minmobsmorelkpoboxhpfl,0.31802439551030226
minnaminunginte,-0.14720924435687024
minute,-0.09648653536856171
minuts,-0.014686171706026244
miracle,-0.054916619595528425
miss,-0.13464823138013882
missed,-0.06428816624724025
missin,-0.020554738857330144
missing,-0.8167302502073899
mistake,-0.11952740127468804
mite,-0.04529795334566798
mix,0.182943880762399
mk,0.19085129135669818
mm,-0.1296654825682794
mmm,-0.017409284726178385
mmmm,-0.018425047914376595
mo,-0.08307958361445948
moan,0.01873248385039691
mob,1.280775087796455
mobile,2.6497578078987902
mobilesdirect,0.07046319689346792
mobileupd,0.3316644186458206
moby,0.4505300270879224
mode,-0.14162145936346632
model,-0.05353227361303493
module,-0.0820929539511111
moji,-0.01910391022629676
mom,-0.1630465558428257
moment,-0.2805839194471421
mon,-0.05587812307529009
monday,-0.23994934145853644
money,-0.20425000864703072
monkey,-0.032983237734586696
mono,0.32148643179619546
month,-0.17659260202289523
monthly,0.2058729416928747
mood,-0.05464822250669643
moon,0.06644419853851175
moral,-0.12484685002486548
moralone,-0.00021339391926685001
morn,-0.03087034365825385
morning,-0.8012317870726303
moro,-0.02527858405661178
morow,-0.0028599965645031886
morphine,-0.050777496124378915
morrow,-0.022286696427611385
mother,-0.10079882735708083
motorola,0.13225388680596276
move,-0.14583727899649165
moved,-0.036840559204600644
movie,-0.09903979635015474
mp,0.22158248568844696
mr,0.0803270780463306
mrng,-0.1656093956512292
mrt,-0.02723635990471996
mrw,-0.05336016561145711
msg,0.9743250698405482
msging,-0.047111543276261034
msgsd,-0.06126603256551416
msgsp,0.04655469228764907
msn,-0.008804878044582826
mt,-0.004793692731801904
mtalk,0.20969353866956977
mths,0.4209075657918291
mu,-0.13389031688519604
much,-0.748457152237449
muchi,-0.10010425151995082
mum,-0.13658819805975012
mummy,-0.06574318921864325
mumtaz,-0.16357802995369258
mumtazs,-0.16357802995369258
munsters,0.0
murder,-0.15921067046109438
murdered,-0.3770136461545959
murderer,-0.3770136461545959
music,0.45185746069512406
must,-0.005262597927016676
musthu,-0.11833531161445926
muz,0.0966386337551666
mxy,0.1296142470972805
mystery,0.03523906696797044
na,-0.37216903771133264
nag,-0.07451369682947688
nagar,-0.01354699456003129
nah,-0.12881219323792265
nahi,-0.012753807067187609
naked,-0.04511805151440061
name,0.71699311972815
named,-0.12691049837755025
nan,-0.053093552305161974
nanny,-0.029958093807498146
nap,-0.01570001916501776
nasdaq,0.28971703141515825
nasty,0.29341680866056014
nat,0.060549117728215585
natalja,0.16749409153120423
national,0.49239097994785175
natuition,-0.045244043087117165
natural,-0.14141781262621983
nature,-0.09556069252426204
naughty,-0.18872097625807394
nb,-0.0029637040905015764
nd,0.5095930694172496
ne,-0.024604130971687666
near,-0.16750160921514118
nearly,0.332950524726205
necessarily,-0.06594785623471482
necessary,0.0
neck,-0.008165385547342358
necklace,-0.04555776520992305
ned,-0.03559064009280447
need,-0.6158889627094257
needed,-0.0784665548712788
neft,-0.08397073859064516
neighbor,-0.038649270381640385
neighbour,-0.13562801268834626
neither,-0.024825722917624957
net,-0.02617534447761899
netcollex,0.5200254516960026
network,0.8081228052427245
networking,-0.07611809687598022
neva,-0.075441729281949
never,-0.6020623982238698
new,2.0725161733512567
newest,0.2999699892191819
news,0.31673597300072376
next,1.0309798910321477
ni,-0.17795476456776246
nic,-0.09980106629028701
nice,-0.44532845925914055
nicenicehow,-0.021032372375580942
nichols,-0.014872558356510487
nigeria,-0.3279465837959569
night,-0.026202886308030075
nimya,-0.02865918604734391
nimyapls,-0.017350257495729136
niswt,-0.00848776342763102
nit,-0.017117012181992228
nite,0.10389602452199205
nitros,-0.031038149062891922
no,-0.04466360059268411
nobody,-0.3252284102045603
noe,-0.08639134110893254
noi,-0.02279831428068295
nok,0.10396417247805625
nokia,1.4702558519741349
nokias,0.2503525782323445
noline,0.22717569326253265
none,-0.037835522491764584
noon,-0.09293127359091104
nope,-0.10208052975085338
norm,0.08371731988439618
normal,-0.034071847432345564
normally,-0.053870903411536525
normptone,0.1218164197096237
northampton,-0.042795674032553736
note,-0.058422146344655486
nothin,-0.015969644686876113
nothing,-0.16103794875985078
notice,0.23129222060043475
notxtcouk,0.12837362630189864
noun,-0.027175865270605268
nowi,-0.08934143964879566
nowsky,0.3182118469180099
nowt,0.06331367328567836
nt,-0.09697271113160258
ntt,0.43007885250283673
ntwk,0.4410705325729207
num,-0.08092745634074028
number,0.3713729039157919
nurungu,-0.14720924435687024
nuther,-0.01938641139410526
nvm,-0.01513840205385251
nw,-0.047232799834965304
nxt,-0.040731611866006504
nyc,-0.04231712240158993
nydc,-0.036189216264591054
nyt,-0.03871341287226117
obviously,-0.075122836997278
occupy,-0.03325692047862873
ocoukgames,0.21512120670596085
odi,-0.04853251467646223
of,0.050675603234699045
offer,0.8939916062930245
offerthe,0.0
office,-0.2951293576691961
officeunderstand,-0.2261951357936817
official,0.0056849219034819575
officially,-0.0411551857445566
often,-0.06334692487374355
ofwd,0.3989967108204068
oh,-0.4176736023370869
oi,-0.0053066387215727545
oic,-0.004002421096668948
oil,-0.020009745984452793
ok,-0.8082178119629813
okay,-0.19386573419473266
okey,-0.02285932671298561
okie,-0.16172582193749518
okok,-0.06637393810433234
oktake,-0.01570870216171958
okthenwhats,-0.06637393810433234
ola,-0.015902077133058048
old,-0.04265055073626087
omg,-0.10485318856664201
omw,-0.0517033101271961
one,-0.7714140231087473
oni,-0.014440308119087702
online,-0.21211761654646
onto,0.4753781851968411
onwards,-0.030220158411004738
oooh,-0.024696752263788806
oops,-0.04561143599576623
open,0.019586817944921196
opening,-0.05043246036659835
operator,0.8899398848842239
opinion,-0.126905572899731
opportunity,-0.4581065360175415
opt,0.7704468061681102
option,-0.06839579167608499
optout,0.3131884172571502
orange,0.6682044170595505
orchard,-0.08777674159648971
order,1.0298666033527686
ordered,0.5649676816915851
oredi,-0.0659287976755548
oreo,-0.02127331115889406
orig,0.21512120670596085
original,0.18318470374939805
orstoptxt,0.07046319689346792
oru,-0.16959964534852842
oso,-0.0882431796073909
others,-0.0622418443004771
otherwise,-0.21193664071050367
otside,-0.027959144807467053
outage,-0.050470896020179956
outside,-0.1590753076042908
outstanding,-0.07161978238490113
outta,-0.03803007877364156
over,0.03684477192098049
ovulation,-0.0743687009213381
owns,-0.056905657496454466
oz,0.352432049011669
pa,-0.22671857457692224
pack,0.3924842530469217
package,0.07261234739398872
page,0.1450309617062557
paid,0.10340880141791217
pain,-0.19182602236462143
painful,-0.05553270742180322
painting,-0.010303246453327168
pale,-0.04310030414669146
pan,-0.020216150194975552
panic,-0.020043541288621475
pap,-0.023957730489710078
paper,-0.11122746100211733
paperwork,-0.23276128220839276
paragon,-0.009405151735823788
parco,-0.0029637040905015764
parent,-0.1584625801313559
paris,0.19344025722831648
park,-0.09955769515152102
parked,-0.0727077941573998
parking,-0.013968784090217078
part,0.48634350778827706
partner,0.5134922276892674
partnership,-0.01949636207419061
party,0.07192113133366117
pas,0.504821180084429
passed,-0.06847810459464554
passionate,-0.04635522644773634
password,0.09364536718114398
passwordsatmsms,-0.25202534596813025
past,-0.09164860478636473
path,-0.03985869457792565
pattern,-0.08412173615264262
patty,-0.024454318639410694
pay,-0.3687670811210155
payee,-0.06569341534201305
paying,0.08131406351545123
payment,-0.04569454455739719
payoh,-0.019159567244568746
pc,0.5995460538622384
pday,0.0722143900079093
peace,-0.021272929626384066
peaceful,-0.06695949471804773
peak,0.02423522398828626
pending,-0.03154833313993043
penis,-0.04237006579459232
penny,0.31118031877918123
people,-0.7696657942278663
per,1.579699632535568
perfect,0.11867667039587783
perhaps,-0.04301922656181475
period,-0.13793093253789843
permission,-0.014418211715762174
person,-0.4615802489816364
personal,0.08522646465385535
personality,-0.08053434322612556
perwksub,0.12172497848377581
pete,0.027087716091736585
petrol,-0.013589305219069885
pg,0.1869306667273605
ph,-0.01319911420869246
philosophy,-0.0933090013204924
phne,-0.00021339391926685001
phoenix,0.24670686561136573
phone,0.39601040702004575
phoned,-0.05882434139754446
photo,0.07628010261880064
php,0.062352984612340505
pic,1.2290741442882673
pick,-0.3446274542207593
picked,0.10749415903879198
picking,-0.2043813275861058
pickle,-0.02353617688045806
picsfree,0.31275336777199103
picture,0.19090411427776
pie,-0.03375334501152085
piece,-0.08237325106089245
pig,-0.007135078186334931
pilate,-0.048549492429640725
pin,0.27357601155502087
pink,0.0
piss,-0.052882687060708665
pissed,-0.055981866028061024
pix,0.23787610445680524
pizza,-0.08655849775901604
place,-0.4182644395167604
placement,-0.024566432550426707
plan,-0.4422814976966033
plane,-0.12018076213952948
planned,-0.12664615889898476
planning,-0.12498629400124991
play,0.6780542428296681
played,0.15461222708725078
player,0.3779684245162543
playing,-0.10064501355738094
plaza,-0.0231513399327493
please,0.8751540959678239
pleased,-0.2019384338518528
pleasure,-0.2695140489256662
plenty,-0.07267656760618081
plm,-0.004861539751675522
pls,-0.5195331289424195
plus,0.027000580241105045
plz,-0.2625493146263635
pm,0.5369661060861481
pmin,1.2364553106240916
pmsg,1.2422734822469716
pmsgp,0.2090157109511952
pmsgrcvdhgsuitelandsrowwjhl,0.06413816491637775
pmt,0.013346914694450521
pmtmsg,0.0
pmtmsgrcvd,0.09191853357903608
po,1.3504274216233894
pobox,1.2606067396617313
poboxwtgp,0.2278463319162008
poboxwwq,0.3133538423091491
pocketbabecouk,0.2169231445976445
pod,0.18972496952446768
poem,-0.011971889444342462
point,0.2014266378604585
poker,-0.032214396418510864
pole,-0.0016337196124294546
police,-0.4040947679279664
politician,-0.24743680377240798
polo,0.1269647367259254
poly,0.9397387899009111
polyh,0.08103155907955767
polyph,0.16063795796094293
polyphonic,0.3057835476803418
polys,0.6864533433758886
pongal,-0.03892812497703116
pongaldo,-0.017542313926706125
pool,-0.0066956165927547
poop,-0.06832572432538572
poor,-0.2403926564582377
pop,-0.02493039626238187
popped,-0.030738809847265944
porn,0.11658699811258913
position,-0.04422140155655088
possession,-0.07126098710522101
possible,-0.13167837696128365
post,-0.110060624238868
postcard,-0.07737931974187214
postcode,0.17206310608077274
posted,-0.05976218273041211
potential,0.14051101062239924
potter,0.24670686561136573
pouch,-0.013419481516880265
pound,1.1121117546203876
pours,-0.017745371764982736
pout,-0.006253173642866039
power,-0.15564963348138502
ppermesssubscription,0.03710899473059937
ppl,-0.08301609685552576
pple,-0.05409745419577693
ppm,1.0326322327261894
pptxt,0.20969353866956977
ppw,0.18933228185326523
prabha,-0.11667206912150796
prabhaim,-0.04434234118512539
practical,-0.03359449315974036
practice,-0.00884415981151347
practicing,-0.08784715164684356
pray,-0.15446870919978606
praying,0.0
prefer,-0.024596700432170784
preferably,-0.04020813460636395
prem,-0.23045112553486216
premier,0.3703092021242771
premium,0.321278816579574
prepaid,-0.19411843454546296
prepare,-0.02830542478621497
prepared,-0.006658175740402739
prepayment,0.17965096808979097
prescription,-0.03366456755204273
present,-0.060364525104748774
press,-0.10335636615586886
pretty,-0.1281007251544099
previous,-0.05301587549346978
previously,0.1558314990826418
prey,-0.12188772263629208
price,0.5595135485260122
prince,-0.018054050952385547
princess,-0.35290431111741294
print,-0.06738989561809276
printed,0.0
priscillas,-0.05042263768216084
privacy,-0.04065264778360906
private,1.0997503486885782
prize,2.4367889943800547
pro,0.04184695647069928
prob,-0.10169642916474439
probably,-0.3323989809297052
problem,-0.8456405530860704
probs,-0.010755451751737758
process,-0.07452064013619436
processed,0.3014916997890375
prof,-0.014202254987975158
professor,-0.05566045205948622
profile,-0.022507586249381956
profit,0.2226232368670633
program,-0.044046652859823295
project,-0.21062782389989768
prolly,-0.022066860373606098
promise,-0.28918778515264376
promo,0.13385117525347792
prompt,0.15633130408966583
proof,-0.09152605922611771
properly,-0.09096230672246618
property,-0.01573054858374139
propose,-0.030438914165988967
propsd,-0.06126603256551416
prospect,-0.015219007780864343
protect,-0.25202534596813025
prove,-0.009532078877036592
proverb,-0.013415622722250711
provided,0.12445950076368406
psms,0.2901589343095057
pt,0.1843579341219468
ptbo,-0.04540195038867831
ptone,0.30647761039857013
ptxt,0.3989967108204068
pub,-0.006855218986751285
public,-0.26854419078401914
pull,-0.04190160568112411
purchase,0.39302709571444683
purity,-0.16156014246090664
purpose,0.37244910145287763
purse,-0.015933741697355366
push,-0.13577546256275816
pussy,-0.022350688716023703
put,-0.05915635620766595
puttin,-0.028172926951340025
putting,-0.04242463391965466
pw,0.021744016017695184
pwk,0.07704807624296202
px,-0.0007712496109619986
qatar,-0.20412381965626533
quality,-0.1362610136739792
queen,-0.04079105399829052
ques,-0.03511612441887619
question,0.5410732444105739
questioned,-0.13562801268834626
questionstd,0.03684477192098049
quick,-0.07692975959953835
quickly,-0.077671853432599
quiet,-0.009540481224734934
quit,-0.02810043091523578
quite,-0.21324046416109455
quiz,1.0751052319384664
quizwin,0.09996404708559915
quote,-0.05156609551261244
quoting,0.1661417191812909
qxj,0.061104638439442145
racing,-0.02893829440043928
radio,0.20585826352569583
railway,-0.03446141683369896
rain,-0.025361464911499064
raining,-0.05227954928218242
raise,-0.031082690738861125
rajipls,-0.02865918604734391
rally,0.9259735678056772
ran,-0.08289673801391485
random,-0.05674243891999868
randomly,0.1682666205677001
rang,0.0
ranjith,-0.09116700941184452
rate,0.8850050624252157
rather,-0.1425090636053811
ray,-0.051161466852568345
rcv,0.45870720648886704
rcvd,0.5767562994963935
rd,-0.13570734266155007
re,-0.042521822484914006
reach,-0.20578653365723426
reached,-0.0814833565430214
reaching,-0.07802983182535732
read,0.06868105285447408
reading,-0.29905684310174263
ready,-0.26732782244685976
real,0.8686894458978304
reality,0.12453229482867804
realize,-0.016723606495187712
realized,-0.034450195087315616
really,-0.7994126643574676
realy,-0.04350638212282127
reason,-0.39863748559093903
recd,0.20835023450889162
receipt,0.3263456977835673
receive,0.7498940988021207
received,0.422541187520653
receiving,0.2732296993718633
recent,0.18430887561701645
recently,-0.07266758119003654
record,0.12995131227688697
red,-0.04447767755812655
ref,0.08954738644852331
reference,-0.4009408069308954
refused,0.1516106378131667
regard,-0.19404649370700733
regarding,-0.09283267537477344
register,0.29874634656254245
registered,0.4129573486448687
regular,-0.038549308216211955
relation,-0.02953999499410281
relax,-0.2393963124284812
released,0.21609119114162284
rem,-0.016262622780282687
remain,-0.1146950901294822
remains,-0.030362392568450088
remember,-0.344540215247244
remembered,-0.12012127894668352
remind,-0.03545975036563351
reminder,0.22229412133525478
remove,-0.09072916368951331
rent,-0.23864440553518862
rental,0.41803360398932493
rentl,0.22717569326253265
repair,-0.042998979877458834
replied,-0.06187775046454274
reply,2.94404607951891
replying,0.39880510716507106
report,-0.23934844942791553
representative,0.12585398864507136
request,-0.006654782140959248
research,-0.08632772755927268
respect,-0.04218650193562006
