imdbID,Title,imdbRating,tags
tt4621642,"Murder, She Baked: A Chocolate Chip Cookie Mystery",6.7,"crime mystery romance markjean joannefluke donaldmartin alisonsweeney cameronmathison lisadurupt college educated hannah swensen owns and operates hannah's cookie jar, a bakery and café, in the small town of eden lake, minnesota, where she grew up and where most everyone knows everyone else. baking for the community and taking care of her cat are hannah's primary concerns in life, while finding a husband by making herself more feminine being at the bottom of the list, which irks her widowed mother, delores swensen, and all the women in town who know hannah is a catch if she would only show that side of herself. as such, hannah does not appreciate delores ambushing her with dr. norman rhodes, the handsome bachelor dentist just arrived in town, despite admitting to herself that he is charming. eden lake is turned upside down when hannah's childhood friend and the bakery's longtime dairy supplier delivery guy, ron lasalle, is found murdered outside the bakery, hannah who finds his dead body behind the wheel of his delivery truck. because the local police department is ill-equipped to handle a murder investigation, they call in detective mike kingston of the minneapolis pd to lead the investigation. as she finds mike arrogant and because she doesn't trust him to know the ins and outs of eden lake in solving the murder of her friend, hannah does some investigating of her own, while mike does not appreciate an amateur sleuth interfering in the investigation. hannah and mike may have to come to a compromise and work together to find out who killed ron."
tt0049531,The Mystery of Picasso,7.6,"documentary biography history henri-georgesclouzot  pablopicasso henri-georgesclouzot clauderenoir using a specially designed transparent 'canvas' to provide an unobstructed view, picasso creates as the camera rolls. he begins with simple works that take shape after only a single brush stroke. he then progresses to more complex paintings, in which he repeatedly adds and removes elements, transforming the entire scene at will, until at last the work is complete."
tt0097015,Miss Marple: A Caribbean Mystery,7.2,"crime drama mystery christopherpetit t.r.bowen agathachristie joanhickson donaldpleasence adrianlukis feeling poorly, miss marple's nephew sends her to barbados for a bit of a holiday. she finds the holiday a bit of a bore and nowhere near as interesting as life in st. mary mead. things get a bit more interesting when one of the guests, the elderly major palgrave, is found dead. the death is put down to natural causes until one of the maids finds medication belonging to another guest in the late major's room. when the maid is also found dead it is clear that the major's oft-repeated tale of knowing a murderer - he was in the colonial police after leaving the army - convinces miss marple that the murderer is someone at the hotel."
tt4200442,Aurora Teagarden Mystery: A Bone to Pick,6.6,"crime drama mystery martinwood charlaineharris teenabooth candacecameronbure lexadoig mariluhenner when aurora, or roe, teagarden's acquaintance from the hobby group, ""real murders"", dies, roe is bequeathed a big old house and a small fortune. roe soon discovers that her generous benefactress has left her more than she bargained for when she uncovers a skull, showing signs of blunt force trauma, hidden in a carpeted window seat in the inherited house. roe sets out to find out who the victim is and how his or her skull ended up in a spinster's window seat. will roe discover the murderer on honor street?"
tt3106464,Garage Sale Mystery,6.9,"crime drama mystery peterdeluise suziweinert(book) walterklenhard(teleplay) walterklenhard(story) ronaldparker(story) loriloughlin rickravanello andrewdunbar saracanning jennifer shannon can always find a diamond in the rough, when it comes to garage sales, that is. whether it's a new antique to sell at her consignment shop, an atari game for her son or a piece of furniture for her handy husband jason to refurbish, she has made a career out of her treasure hunting prowess. when a string of burglaries hits her town, jennifer's keen eye for detail and her natural problem solving instincts even help her see the connection between these burglaries and local garage sales! jennifer works with detective adam iverson to investigate her theory that the perpetrators of the burglaries are fellow garage sale regulars. the case escalates to dangerous levels when jennifer discovers the dead body of her friend. even though the deceased's husband, ben douglas, finds nothing missing in their house, and the police label the death as accidental, jennifer suspects that the death may be related to the burglaries."
tt35674970,Bhay: The Gaurav Tiwari Mystery,8.4,"drama horror   salonibatra karantacker kalkikoechlin irene investigates gaurav's mysterious 2016 death, exploring his paranormal legacy while discovering truths about herself and the supernatural realm."
tt4618800,Real Murders: An Aurora Teagarden Mystery,6.8,"crime drama mystery martinwood charlaineharris teenabooth candacecameronbure lexadoig mariluhenner the latest meeting of lawrenceton librarian aurora ""ro"" teagarden's real murders discussion club - where fellow member and ro's best friend, newspaper reporter sally allison, had arranged for new lawrenceton resident, ro's favorite current mystery novelist and temporary university professor, robin daniels, to speak - is canceled after one of the club members is found bludgeoned to death in his/her home. the case is being led by homicide detective lynn liggett-smith, the husband of fellow detective, and ro's ex-boyfriend and ex-club member, arthur smith. there is no love lost between lynn and ro because of ro's amateur sleuthing in past murder cases in town. because of a telephone call to the meeting venue earlier in the evening referring to the julia wallace murder, the initial thought by ro based on this circumstantial evidence is that the murderer is one of the club members. julia wallace's unsolved murder from 1934, the case which only the club members would have known was going to be discussed at the meeting, mimics this murder. robin's coincidental arrival onto the scene and his seeming inability or non-want to provide an alibi for the time of the murder also places him on the suspect list. as the detectives, ro and the club members investigate, other club members and their loved ones are targeted by the murderer, each attempt mimicking a case previously discussed by the club. ro systematically tries to discover who the next victim or victims will be both to prevent the attempts from succeeding and discover the identity of the murderer. she also has to decide whether to trust robin, the two who are beginning to have feelings for each other."
tt0035795,Tarzan's Desert Mystery,6.1,"adventure mystery war wilhelmthiele edwardt.lowejr. carrollyoung edgarriceburroughs johnnyweissmuller nancykelly johnnysheffield a letter from jane, who is nursing british troops, asks tarzan's help in obtaining a malaria serum extractable from jungle plants. tarzan and boy set out across the desert looking for the plants and wind up ruining a german's attempt to capture a wild horse. they arrive in an arab city and rescue a stranded american lady magician, sentenced to be hanged for carrying a secret message to the sheik. to obtain the plants, tarzan must fight prehistoric monsters, nazis, and so on."
tt1787791,Resurrect Dead: The Mystery of the Toynbee Tiles,7.2,"documentary jonfoy jonfoy colinsmith justinduerr marcduerr kevinriley strangeness is afoot. most people don't notice the hundreds of cryptic tiled messages about resurrecting the dead that have been appearing in city streets over the past three decades. but justin duerr does. for years, finding an answer to this long-standing urban mystery has been his obsession. he has been collecting clues that the tiler has embedded in the streets of major cities across the u.s. and south america. but as justin starts piecing together key events of the past he finds a story that is more surreal than he imagined, and one that hits disturbingly close to home."
tt8694594,The Mystery of D.B. Cooper,6.5,"documentary crime history johndower johndower joweber duaneweber timcollins a documentary that looks at the well-known case, which is largely regarded as the greatest unsolved heist in american history."
tt0149215,The Swan Princess: The Mystery of the Enchanted Treasure,5.7,"animation family fantasy mystery richardrich briannissen richardrich michellenicastro briannissen katjazoch josephmedrano the royal couple odette and derek face yet another evil magician, this time a woman named zelda. lusting for the treasure of the forbidden arts, which will give her absolute power, zelda kidnaps odette as ransom. derek and several animal friends head off to rescue odette."
tt16343844,Mystery Road: Origin,7.6,"crime drama mystery   markcolessmith tuulinarkle clarenceryan follows jay swan, a young officer who arrives at his new station in the town where his estranged father lives, as does the woman who will change his life forever, mary."
tt0283205,A Nero Wolfe Mystery,8.4,"action drama mystery   timothyhutton maurychaykin colinfox nero wolfe (maury chaykin), is an eccentric orchid loving brilliant detective with a taste for fine cuisine. he and his assistant: archie goodwin (timothy hutton), live in luxury in a brownstone in 1950's new york. nero wolfe solves extremely difficult crimes while rarely leaving his mansion, relying on the footwork of goodwin to gather his evidence. wolfe's rates are expensive, but his well-heeled clients are very eager to pay. the episodes are done in repertory, with an ensemble of actors each playing different characters in any particular episode."
tt5790274,"Three Bedrooms, One Corpse: An Aurora Teagarden Mystery",6.7,"crime drama mystery lynnestopkewich charlaineharris teenabooth candacecameronbure lexadoig mariluhenner when aurora pitches in to help her busy real estate mother, aida, she quickly realizes she has again walked into a life or death situation. when a body is discovered at her first house showing and a second body is found in another house for sale, it becomes obvious that there is a very cool killer at large."
tt5931726,The Julius House: An Aurora Teagarden Mystery,6.9,"crime drama mystery terryingram charlaineharris teenabooth candacecameronbure yannickbisson mariluhenner aurora teagarden is a beautiful young librarian with a passion for solving murders. after an exhaustive search for the perfect home, aurora finally purchases her dream house, unaware of its murky history. as she prepares to move in, aurora discovers that the family who once lived there mysteriously disappeared without a trace."
tt6543048,Dead Over Heels: An Aurora Teagarden Mystery,6.8,"crime drama mystery terryingram charlaineharris shelleyevans candacecameronbure yannickbisson mariluhenner in lawrenceton, librarian aurora teagarden - ro to her friends - and her best friend, newspaper reporter sally allison, are in ro's yard one winter day when a body flies out of a single engine airplane and lands dead on the ground, only feet from them. the victim is lawrenceton chief of police, frederick burns, who ro saw only yesterday, when he asked of the whereabouts of ro's boyfriend, business executive and ex-cia martin bartell, to who he wanted to speak about some undisclosed issue which captain burns warned ro, a real murders buff who has often insinuated herself in murder cases in town, to stay out of. captain burns is survived by his wife, bess burns, the sister of ro's officious boss, lillian tibbett. detective lynn smith, the senior detective on the police force, is leading the murder investigation and is acting police chief, the latter appointment, protocol, which is to the consternation of detective pete lambert, who feels he is senior detective, he only having recently returned to lawrenceton after a stint working in seattle. despite lynn not appointing him to the case, lambert is determined to solve the murder to make a name for himself in the eyes of mayor sternholz, who will be appointing the next chief. lambert seems a little too eager to pin the murder on martin. against ro's wants, the murder also becomes the topic of the day among her real murders discussion club, as many citizens are concerned that the murder of their police chief could lead to pandemonium in town and a risk to their own safety. regardless, ro can't help but try to figure out the murder herself, which would help if she can find out about what captain burns wanted to speak to martin. another person factoring into the unofficial investigation is tim prentiss, martin's former cia colleague new to town, he with who ro would like to see a future with sally."
tt4933782,"Murder, She Baked: A Plum Pudding Mystery",6.8,"crime mystery romance kristoffertabori joannefluke nanceysilvers alisonsweeney cameronmathison barbaraniven it's one week before christmas in the small, generally quiet town of eden lake, minnesota. after not pursuing romance for most of her adult life, hannah swensen, owner/operator of hannah's cookie jar, a bakery/café, is being wooed by two men, who know about the other in hannah's life. hannah likes both a lot, but has not even kissed either. while her mother, delores swensen, is pushing her into the arms of dentist norman rhodes as the person who will provide her with a stable, comfortable life, her sister, andrea todd, is pushing her into the arms of andrea's deputy sheriff husband bill todd's colleague, police detective mike kingston, as the more exciting choice. what seems to be becoming a more chronic issue in hannah's life is that she is the person who finds someone murdered in eden lake, this time the victim being one of her customers, larry jaeger, co-owner of the crazy elf christmas tree lot with his fiancée, courtney miller, the two who got engaged after knowing each other for only six weeks. larry's murder is only the second such in recent memory in the town, and the second such body hannah has discovered. hannah can't help but get involved in the investigation, either by accident or usually more on purpose, which irks both norman and mike as putting her life in danger. mike is additionally bothered that her amateur sleuthing is interfering with his official investigation. at the top of the suspect list is delores' friend, nancy schmidt who is better known in town as radio talk show host on issues of the lovelorn, dr. love. nancy is not larry's ex-wife as she had implied to delores, but rather his wife - at least up until his murder - he who she claims not to have seen in ten years as he bilked her out of her money and disappeared without a trace until now. the further hannah and mike investigate, the further they find that larry was generally not a nice person who had many enemies who had motive to want to see him dead. what hannah may or may not be aware is that she is getting closer to the truth which truly does put her life in danger as the murderer would probably not hesitate to murder a second time if she gets too close to discovering the truth."
tt4717798,Scooby-Doo! And Kiss: Rock and Roll Mystery,6.5,"animation comedy family music mystery sci-fi spikebrandt tonycervone kevinshinick(teleplay) jameskrieg(story) kevinshinick(story) frankwelker mindycohn greygriffin matthewlillard scooby-doo and the mystery gang team up with the one and only rock band kiss in this all-new, out-of-this-world adventure. we join the gang at kiss world - the all-things-kiss theme park, as they investigate a series of strange hauntings. with help from kiss, they discover that the crimson witch has returned to summon the destroyer from the alternate dimension of kissteria. the evil duo's ghastly plan - to destroy the earth once the crimson witch summons the destroyer with the black diamond. can the gang's cunning and kiss's power of rock and roll save the day? tune into this rock and roll mystery for some thunderous, heavy amusement."
tt0356922,The Mystery of the Yellow Room,6.3,"comedy crime mystery brunopodalydès gastonleroux brunopodalydès denispodalydès jean-noëlbrouté sabineazéma a woman is sleeping in her bedroom. her room can not be opened from the outside, but only from inside. when suddenly one night somebody attempted to murder her. before the police arrived the killer fled and was not to be found. the police come to investigate who the killer is and how did he get inside."
tt13176816,Mystery 101,7.6,"crime drama mystery   jillwagner kristofferpolaha robinthomas amy winslow, a crime fiction specialist and the daughter of graham winslow, the author of the famed atticus keller series of crime mystery novels, has just taken over as head of the literature department at elmstead college in small town garrison, washington, the college where graham is professor emeritus. in amy discovering that crime fiction has its roots in real life, she gets involved in certain criminal cases in garrison. amy's involvement does not initially sit well with garrison pd's detective travis burke, a recent arrival having spent most of his career with the chicago pd. he takes issue not only with non-requested civilian involvement, but in not believing in the real life roots of crime fiction. things start to change between travis and amy not only in travis discovering amy's innate knowledge of crime and thus her invaluable assistance, but as the two start to fall for each other."
tt0078187,Lupin the 3rd: The Mystery of Mamo,6.9,"animation action adventure sôjiyoshikawa yasuoôtsuka monkeypunch atsushiyamatoya sôjiyoshikawa yasuoyamada eikomasuyama kiyoshikobayashi in transylvania, lupin iii, the notorious international thief, is hung and no one is more suprised to learn of that than lupin iii himself, who was alive and well and nowhere near that area at that time. the answer to that mystery, begins to surface when lupin gets a seemingly ordinary pebble from an egyptian pyramid for his would-be girlfriend, fujiko, the mercenary thief, who is in the employ of a mysterious figure known only as mamo. intrigued by this bizarre request, lupin decides to get involved and finds himself in an international chase that has a greater scope and danger than he has ever faced."
tt16745502,Framed! A Sicilian Murder Mystery,6.8,"comedy crime  leonardofasoli maddalenaravagli tonysperandeo howardthomasray salvatoreficarra after two hapless tv technicians stumble upon a murder scene, every step they take to avoid becoming suspects lands them in deeper trouble."
tt6760562,A Bundle of Trouble: An Aurora Teagarden Mystery,6.6,"crime drama mystery kevinfair charlaineharris teenabooth candacecameronbure yannickbisson mariluhenner aurora ""ro"" teagarden, a lawrenceton, washington librarian, belongs to a real murder discussion club, its members including her best friend reporter sally allison, ro's mother aida teagarden's boyfriend john queensland, the town's mayor terry sternholz, and ex-juvvie perry dell. ro and her boyfriend, ex-cia agent martin bartell, receive a surprise visit from his long lost niece regina walker and her newborn hayden. martin didn't know she was married let alone a mother. regina further mentions that she and her husband craig walker have been living in nearby corinth, washington for four months. needing to head out to john's birthday party at aida's house leaving regina and hayden alone at ro's, ro and martin arrive home to find regina and her car gone, regina's bag still there, and a dead man on ro's front porch, he who eventually is identified as craig walker. this murder case is the first as lead for detective arthur smith, and the first for him working under his wife, captain lynn smith. during or subsequent to arthur and lynn's initial visit to ro's house to investigate, two additional people are discovered safe and alive in the house: baby hayden, hidden in the bathroom bathtub; and rory brown, an apparent friend of regina and craig's who was hiding. what information rory is willing to divulge is that he and craig have a rap sheet of minor crimes, the latest, for which they were just released from a two-day stint in jail, being check fraud. martin and ro, often with the assistance of her murder club friends, decide to investigate on their own in their primary goal to find a still alive regina, often not informing arthur and lynn of what they are doing. in the process, ro wonders if the baby truly is regina's. two other issues arise during the investigation: whether arthur and lynn can maintain a happy marriage and professional relationship in their current positions; and if ro and martin, if they ever do decide to get married, are ready to be parents."
tt5317546,"Murder, She Baked: A Peach Cobbler Mystery",6.9,"crime drama mystery kristoffertabori joannefluke teenabooth alisonsweeney cameronmathison barbaraniven after evaluating her feelings about the two men vying for her affections, hannah swensen, the owner/operator of hannah's cookie jar bakery and coffee shop in eden lake, minnesota, believes she is more attracted to police detective mike kingston, the more exciting one, than she is to dentist, dr. norman rhodes, the safer one. these feelings are despite norman being more prepared to make a commitment, while widowed mike is still not ready, having not even talked to her about his marriage to his recently deceased wife, lydia. before telling either mike or norman of her feelings, hannah believes she may have made the wrong choice when melanie quinn, an old college friend of mike and lydia's, moves to eden lake on mike's suggestion. not only does hannah think mike did so as they are mutually attracted to each other, but melanie decides to open a bakery, the magnolia blossom, across the street to be in direct competition to the cookie jar. despite hannah getting unbiased opinions that the cookie jar's food is better, hannah admits that the magnolia blossom is taking away much of her business, as melanie's backer and financial manager, her sister vanessa quinn, is doing some heavy promotion to drum up business. hannah's relationship with mike takes an even more unusual twist when passing by the magnolia blossom one evening and noticing the lights still on when melanie should have been gone on a delivery, hannah walks in to find melanie shot dead in the kitchen, this the third of three murders hannah has stumbled upon in eden lake. although he knows that hannah had nothing to do with the murder, mike has to stay clear of her to remain impartial in the investigation, circumstantial evidence indeed pointing to hannah as the murderer, she a person with opportunity and motive. as usual, inquisitive hannah uses her investigative skills to assist in finding out who really did kill melanie. as she can't tag onto or feed into mike's investigation as she usually does, hannah instead turns to norman, whose support in the matter may sway her feelings in his favor."
tt3592030,Mystery: Born to Rock,8.1,"musical neiljohnson steveravic rockyravic steveravic rockyravic joshuascarpaci kristianiaccino mystery: born to rock is a story partly inspired by real life events. from the turbulent streets of the western suburbs of melbourne, australia, emerges a story of hope as four young boys overcome adversity to conquer the odds and live the dream. from the land of ac/dc, a new chapter in rock history is born and mystery are taking the world by storm!"
tt0055526,Tintin and the Mystery of the Golden Fleece,6.1,"adventure drama jean-jacquesvierne andrébarret rémoforlani hergé jean-pierretalbot georgeswilson georgesloriot the first movie based on hergé's character tintin begins when temistocle paparanic, an old friend of captain haddock, dies and he inherits paparanic's ship, ""la toison d'or"" or ""the golden fleece"". tintin and haddock travel to istanbul to collect it, only to find that its a worthless-looking wreck. however, soon a certain anton karabine offers him 600,000 pounds for it. when haddock refuses to sell, he's nearly killed. after a while, the truth comes out: paparanic and his crew led a coup in tetaragua, a small latin-american country. after ruling the country for three years, paparanic left with the gold of the national bank, and now his old shipmates are to trying get hold of it."
tt29233371,Mystery on Mistletoe Lane,7.0,"mystery allanharmon kevinduda markhefti robertbastron victorwebster ericacerra fredhenderson new to town, heidi wicks (erica cerra) and her kids annie and garrett (juliette hawk and logan pierce) discover a christmas mystery in their historic home. local handyman and historian david (victor webster) helps along the way, f..."
tt7768286,Last Scene Alive: An Aurora Teagarden Mystery,6.8,"crime drama mystery martinwood charlaineharris teenabooth candacecameronbure yannickbisson mariluhenner 3 days after a film crew comes to town, the lead actress is murdered. the movie script was inspired by aurora with a librarian/sleuth. will real murders club solve the crime before the police?"
tt10768536,A Beautiful Place to Die: A Martha's Vineyard Mystery,6.6,crime drama mystery markjean philipr.craig kraigwenman teenabooth jessemetcalfe sarahlind erickeenleyside a retired boston pd detective and the acting medical examiner at martha's vineyard work together to solve the murder of a mysterious young man.
tt6343348,Framed for Murder: A Fixer Upper Mystery,6.7,"crime drama mystery markjean katecarlisle peterhume teenabooth jewel colinferguson erinkarpluk in the small resort town of lighthouse cove, everyone knows that the best man for the job is a woman. and that woman is shannon hughes, owner of hughes restoration and an expert in victorian home restoration and renovation. through her renovations she will find clues to uncover the house's secret past and in turn become an unlikely sleuth to help crack these unsolved mysteries. from the fixer upper mystery book series by kate carlisle."
tt2369127,Mystery,6.4,"crime drama yelou fengmei fanyu yelou leihao haoqin xiqi lu jie is having coffee with her desperate friend sang qi, who believes her husband is cheating on her. at the same time at a hotel across the road from the coffee shop, lu jie sees her husband businessman qiao yongzhao entering the hotel with a young girl. a few hours later the girl sun xiaomin is run over and killed on a nearby motorway by a group of joyriding rich kids but when the police arrive they notice that sun had been attacked before she was run over."
tt2147632,Mystery Diners,3.7,"reality-tv   charlesstiles ambercoyle amandasalas restaurant owners call a company, called ""mystery diners"", when/if they are suspicious about their employees. sometimes they steal or treat customers badly etc... the company will set up surveillance cameras and use actors to help find evidence that the employees are doing these things, sometimes leading to them getting suspended, fired or sued."
tt3918546,Garage Sale Mystery: All That Glitters,6.9,"crime drama mystery peterdeluise walterklenhard suziweinert loriloughlin sarahstrange stevebacic jennifer shannon (lori loughlin) has a gift for finding rare treasures hidden in garage sales that she can resell at her consignment store, rags to riches. but her keen eye for finding valuables also gets her involved in the criminal investigations that happen at the very second-hand sales she frequents. when jennifer's friend and self-storage facility owner martin (michael kopsa) turns up murdered-just hours after auctioning off an abandoned storage unit full of unique items to jennifer-she is immediately pulled on the case as a key eyewitness. working with detective lynwood (kevin o'grady), jennifer helps single out a disgruntled customer as the prime suspect, while she and her business partner, danielle (strange), sift through boxes from the auction. as her husband jason (bacic) worries about her safety, jennifer starts to get over her head when there is a break-in at her store, and a run-in with martin's angry wife. then, jennifer and danielle discover their new merchandise contains the sparkly evidence they needed all along to nail the surprising real culprit, and they must race to save a life-and put their own on the line."
tt0902967,The Crimson Wing: Mystery of the Flamingos,7.3,"documentary matthewaeberhard leanderward melaniefinn mariellafrostrup zaboubreitman karolineherfurth in a remote and forgotten wilderness, one of nature's last great mysteries unfolds: the birth, life and death of a million crimson-winged flamingos. against a dramatic backdrop of never-before filmed landscapes, these secretive birds struggle to survive and prevail over danger and fate. this inspiring story, set in the extraordinary 'otherworld' of lake natron in northern tanzania, the cradle of humankind, reminds us: here on earth is a universe waiting to be discovered."
tt8116002,Reap What You Sew: An Aurora Teagarden Mystery,6.8,"crime drama mystery terryingram charlaineharris teenabooth candacecameronbure lexadoig mariluhenner when aurora finds poppy murdered in her home, the ""real crime"" club members gather to discuss the case and end with four suspects and four motives."
tt5211694,Flower Shop Mystery: Mum's the Word,6.2,"crime mystery romance bradleywalsh katecollins garygoldstein brookeshields brennanelliott beaubridges abby knight, with her teenage daughter, returns to her small home town as a nyc lawyer who lost her husband 2 years ago. on the day of her flower shop opening, her car gets damaged by someone fleeing a crime scene who may have committed murder. while investigating on her own, she meets a charming ex-army soldier, now a bartender, and partners with him in the search for answers."
tt3498956,Wedding Planner Mystery,5.9,"crime mystery romance ronoliver deborahdonnelly darcymeyers ericadurance andreww.walker brandonbeemer wedding planner mystery follows the exploits of a quirky but lovable event planner who makes murder as fun as can be. homicide doesn't follow our heroine; she seeks it out. using her circle of contacts, her friendship with a reporter and the same research skills that enable her to plan distinctive events - if an unsolved murder occurs in seattle, carnegie will find out about it."
tt4658324,Garage Sale Mystery: The Wedding Dress,6.9,"crime drama mystery peterdeluise suziweinert walterklenhard loriloughlin sarahstrange stevebacic jennifer shannon (lori loughlin) travels around town finding garage sales, estate sales and storage locker auctions in order to find interesting items for her antique shop, rags to riches. while searching for appealing pieces, she tends to find things that have a very mysterious past, usually leading to cold cases. jennifer has a knack for finding out where the items came from, who was involved and discovering exactly what happened."
tt26914830,Charlie Chopra & The Mystery of Solang Valley,6.7,"mystery   wamiqagabbi neenagupta lalitparimoo when her fiance gets implicated in a murder, charlie arrives at his family home in pursuit of the truth. but as secrets tumble out that the murderer would rather have hidden, the next person to lose their life might be charlie her..."
tt4460190,Garage Sale Mystery: The Deadly Room,6.9,crime drama mystery peterdeluise walterklenhard suziweinert loriloughlin sarahstrange stevebacic jennifer uses her intuitive skills to investigate her friend's death in a multimillion-dollar home with a dark history.
tt0090638,Anastasia: The Mystery of Anna,6.6,"biography drama mystery marvinj.chomsky jamesgoldman peterkurth(book) amyirving oliviadehavilland janniklas in 1920s berlin, suicidal asylum patient anna anderson (amy irving) claims to be anastasia romanov, the supposedly dead daughter of the last czar of russia, nicholas ii, who was dethroned and murdered by the communists along with his entire immediate family during the russian revolution. she is so convincing in her descriptions of her life on the court and how she escaped the communist purge that, after leaving the asylum, she slowly gains followers willing to believe her story. however, the surviving members of the romanov family who now live in exile are not amongst them. this skepticism soon turns into mutual animosity."
tt10709058,Mystery 101: Dead Talk,7.3,"crime mystery winnifredjong jimbiederman johnchristianplummer robinbernheim jillwagner kristofferpolaha robinthomas amy, professor in ""who dunnit"" and speaker at teachable talk in seattle, meets her ex there. she also meets the owner of a crime solving software, who's later found dead. amy and her detective friend start investigating."
tt6740584,Concrete Evidence: A Fixer Upper Mystery,6.7,"crime drama mystery markjean katecarlisle teenabooth jewel colinferguson erinkarpluk when mac-shannon's new beau-first moved to lighthouse cove, he bought the historic lighthouse mansion that the town is named after. during renovation demolition, the bones of a teenage girl who went missing fifteen years ago were discovered. if shannon has any chance of getting the renovation back on track, she'll need to tackle the cold case."
tt10369966,Mystery 101: Playing Dead,7.0,"crime mystery blairhayes johnchristianplummer robinbernheim leegoldberg jillwagner kristofferpolaha robinthomas college professor, amy (jill wagner) is working on a play, when the main actress' life is threatened, so she works with detective burke (kristoffer polaha) and try to figure out who is lying and keeping secrets."
tt10709048,Mystery 101: Words Can Kill,7.2,"crime mystery andymikita johnchristianplummer robinbernheim leegoldberg jillwagner kristofferpolaha robinthomas when a guest at the college book festival is killed, amy and travis clash after he arrests an unlikely person for murder. amy must fight to prove he's got the wrong person behind bars."
tt4143270,Death al Dente: A Gourmet Detective Mystery,6.8,"crime drama mystery terryingram peterking beckysouthwell dylanneal dylanneal brookeburns matthewkevinanderson when henry ross is hired to find the best italian chef for a new high-end eatery, murder was not on the menu. as the body count climbs, henry and maggie find themselves at the heart of another mystery with deadly consequences."
tt13634306,Mystery at Blind Frog Ranch,6.2,reality-tv  scotthunter chadollinger charliesnider duaneollinger the treasure there looking fur is a cabin constructed of logs bonded by robs in a cave system. after the first settlers of the ranch lived in the cave cabin they kept complaining of it being to dry. so they submerged the cavern with there log cabin in it to offset being to dry to live in. but after flooding it they realized they couldn't breathe and live underwater without air. very hard lesson for the first settlers with strong strange beliefs and meetings with aliens.
tt1714202,Mystery Girl,6.1,comedy romance allisonanders keithmerryman davida.newman brigidbrannagh seanpatrickflanery christinescottbennett a man sends secret admirer e-mails to his crush but an e-mail address mix-up causes the notes to go to the woman's lovelorn coworker instead.
tt5916786,Garage Sale Mystery: The Art of Murder,6.7,"crime drama mystery kristoffertabori walterklenhard suziweinert loriloughlin sarahstrange stevebacic jennifer shannon is an antique store owner who has a keen eye for more than just collectibles. much to her husband's dismay, her creative abilities often lead her into fatal situations. when her daughter's sorority plans to have a garage sale to earn money for a local animal shelter, the mom's are more than willing to chip in. one in particular, the step-mother of one of the girls, hopes to donate some of her mother's old junk that's been piling up in her attic. but it turns out it's more than just junk. suddenly the step-mother is found dead, supposedly by a mere slip of the foot, and a $100,000 painting is missing from her mother's attic. jennifer shannon can't help but contradict the authority's assumption that it was an accident and ends up finding herself caught as the main subject in a deadly portrait."
tt5672502,Garage Sale Mystery: The Novel Murders,7.0,crime drama mystery normabailey walterklenhard suziweinert loriloughlin sarahstrange stevebacic antiques expert jennifer shannon thinks two clues found at the scene of a murder are really clues from a mystery novel.
tt5135532,Garage Sale Mystery: Guilty Until Proven Innocent,6.9,crime drama mystery peterdeluise walterklenhard loriloughlin sarahstrange stevebacic antiques guru jennifer shannon (lori loughlin) investigates a murder after an old college friend becomes the prime suspect.
tt1991897,The Mystery of Edwin Drood,6.8,drama mystery   matthewrhys freddiefox tamzinmerchant an exploration of charles dicken's unfinished work in which the mystery of the murder of edwin drood is examined.
tt6973942,Site Unseen: An Emma Fielding Mystery,6.2,crime drama mystery douglasbarr danacameron suzettecouture courtneythorne-smith jamestupper martincummins archaeology professor emma fielding seeks evidence of a 17-century maine settlement predating jamestown. but a dead body she uncovers leads her to a present-day investigation into a murder.
tt5645006,Magical Mystery or: The Return of Karl Schmidt,6.5,comedy drama music arnefeldhusen svenregener charlyhübner annikameier detlevbuck years after a nervous breakdown karl goes on tour with old friends and upcoming electronic music djs. beeing the only sober person in a environment full of drugs and alcohol starts to bring back demons.
tt11686346,Mystery 101: An Education in Murder,7.3,"crime mystery michaelrobison johnchristianplummer robinbernheim leegoldberg jillwagner kristofferpolaha robinthomas a young writer's research prompts the police to revisit a famous murder case that convicted amy's colleague at elmstead, so travis and amy get a second chance at clearing the professor's name."
tt22207152,A Christmas Mystery,6.0,"comedy drama family alexranarivelo johnducey alexranarivelo violetmcgraw santinobarnard laurenlindseydonzis when her best friend's dad is falsely accused of stealing the town's prized jingle bells, a young amateur sleuth and her friends must find the real thief before christmas."
tt26545218,The Cases of Mystery Lane,6.5,"comedy crime romance mikerohl joeldovev margauxfroley aimeegarcia paulcampbell jennifercopping follows alden and birdie case, as they find a new way to keep the mystery alive. alden takes classes in hopes of becoming a private investigator, and birdie may hold the keys to solve one of his mysteries."
tt0082769,Mystery on Monster Island,3.8,"adventure comedy horror juanpiquersimón rongantman joaquíngrau juanpiquersimón terencestamp petercushing ianserra a young european boy living in san francisco is reluctant to marry his long-term girlfriend because he wants to travel around the world first. his wealthy uncle agrees to send him on a global expedition aboard his ship, but en route the boy and his travelling companion are shipwrecked on a remote island, populated by countless prehistoric creatures as well as gold-hunting bandits."
